QUEST_20150317_000001	Veuillez sélectionner l'utilisateur nécessitant une mise à jour de quête.	퀘스트 수정이 필요한 유저를 선택해주세요.				GM	
QUEST_20161214_005021	{nl}D'abord, nous désignerons Giltine, ainsi que tous ses alliés et subordonnés, comme la faction de{nl}Giltine. Ausrine, avec les déesses et Kupoles qui la suivent, sera désignée comme la faction{nl}d'Ausrine.{nl}	{nl}우선, 길티네와 그녀의 모든 동료 및 부하들은 길티네측으로 통칭한다.{nl}아우슈리네와 그녀를 따르는 자매 여신 및 큐폴들은 아우슈리네측으로 통칭한다.{nl}				마족과 여신의 서약	
QUEST_20161214_005022	Un. La faction de Giltine ne devra, en aucune circonstance, causer de tort à l'humanité.	첫 째. 길티네측은 어떠한 경우에도 인간의 생명을 해치지 않는다.{nl}				마족과 여신의 서약	
QUEST_20161214_005023	Deux. La faction de Giltine ne devra, en aucune circonstance, attaquer ou nuire à la faction{nl}d'Ausrine.{nl}	둘 째. 길티네측은 어떠한 경우에도 아우슈리네측을 공격하거나 해치지 않는다. {nl}				마족과 여신의 서약	
QUEST_20161214_005024	Trois. À moins qu'elles-mêmes ou que la vie des humains ne soient menacées, la faction{nl}d'Ausrine n'attaquera pas la faction de Giltine.{nl}	셋 째. 아우슈리네측은 자신들에 대한 위협이나 인간의 생명이 위협받지 않는다면 길티네측을 공격하지 않는다.{nl}				마족과 여신의 서약	
QUEST_20161214_005025	Quatre. Les deux factions s'engagent à ne révéler aux humains ni cet accord ni l'histoire du{nl}monde qui l'a précédé.{nl}	넷 째. 양측은 오늘 이 협정 및 협정 이전의 창세의 역사를 인간에게 알려서는 아니 된다.{nl}				마족과 여신의 서약	
QUEST_20161214_005026	Cinq. Si une clause de cet accord est violée, les auteurs seront consumés par l'Arbre divin, quelle{nl}que soit leur position, car c'est le seul moyen pour chaque faction de détruire définitivement{nl}l'autre.	다섯 째. 이 조항을 위반한 존재는 지위를 막론하고 신수로 환원시켜 그 존재를 소멸한다.{nl}신수로의 환원은 서로가 상대를 영원히 멸할 수 있는 유일한 방법이기 때문이다.{nl}				마족과 여신의 서약	
QUEST_20161214_005027	Six. Hors les cas relevant de l'article Cinq, aucune faction ne tentera, en aucune circonstance, de{nl}détruire l'autre par le biais du Arbre divin.	여섯 째. 양측은 다섯 째 조항을 제외한, 어떠한 경우에도 신수로의 환원을 상대측에게 시도하지 않는다.				마족과 여신의 서약	
QUEST_20161214_005028	Tome de Prophétie	예언의 서					
QUEST_20161214_005029	Allez chercher le sceau du traité{nl}là où il est conservé.	서약의 봉인터에 있는 서약의 봉인으로 가세요.				예언의 서	
QUEST_20161214_005030	D'abord, il vous faudra désactiver la magie qui garde le sceau du traité. Trouvez la lumière du{nl}sceau et faites ressortir toutes les autres lumières pour dissiper la magie.	먼저 서약의 봉인을 지키고 있는 보호 마법을 풀어야 합니다.{nl}서약의 봉인 주변에 있는 봉인의 빛을 찾아 전부 다른 빛을 띄게 하면 보호 마법이 사라집니다.				예언의 서	
QUEST_20161214_005031	Une fois que toutes les lumières brillent d'une autre couleur, vous pouvez désactiver la magie{nl}protectrice du sceau. Utilisez le pouvoir du destin sur le sceau du traité pour désactiver la magie{nl}protectrice.	봉인의 빛이 전부 다른 색으로 빛나고 있다면 서약의 봉인을 지키던 보호 마법을 해제할 수 있어요.{nl}서약의 봉인에 운명의 힘을 사용해서 보호 마법을 해제하세요.				예언의 서	
QUEST_20161214_005032	Pour obtenir le traité des démons, il vous faut une offrande maléfique. Bien sûr, je ne m'attends{nl}pas à ce que vous transportiez des objets maléfiques. Ce n'est peut-être pas la meilleure option,{nl}mais je crois que vous pouvez obtenir un peu d'énergie maléfique du sang de monstre. D'abord,{nl}chassez les monstres pour collecter leur sang.	마족의 서약을 얻기 위해서는 부정한 제물이 필요합니다.{nl}하지만 구원자가 그런걸 몸에 지니고 다닐 일은 없겠죠.{nl}조금 부족하긴 하지만 몬스터의 피라면 어느정도 부정한 기운을 지니고 있어요.{nl}먼저 몬스터를 처치해서 부정한 피를 구하세요.				예언의 서	
QUEST_20161214_005033	Le sang de Yudejan ne suffit pas. Il vous faut plus d'énergie démoniaque pour avoir une offrande{nl}véritablement maléfique. Les démons ont laissé derrière eux des cercles magiques rouges sur{nl}Voie de Tamsorce. Prenez l'offrande et marchez sur les cercles magiques pour l'imprégner de{nl}leur énergie maléfique.	유데이안의 부정한 피만으로는 부족합니다.{nl}부정한 제물로 완성하려면 마족의 기운이 더해져야 하죠.{nl}탐소스 길에 마족이 남긴 붉은 마법진이 있을 것입니다.{nl}제물을 들고 붉은 마법진 위에 올라가면 마법진의 부정한 기운이 제물이 깃들게 됩니다.				예언의 서	
QUEST_20161214_005034	Ce n'est qu'après l'achèvement de l'offrande que vous pourrez obtenir le traité des démons. Le{nl}traité est à Tamsus??keitimas.	부정한 제물이 완성되었다면 마족의 서약을 손에 넣으실 수 있어요.{nl}마족의 서약은 탐소스 이케이티마스에 있습니다.				예언의 서	
QUEST_20161214_005035	Le traité a été scellé à la fois par les démons et les déesses. Si vous avez un jeton du traité des{nl}démons, vous pouvez lever le sceau apposé par les démons. Utilisez le jeton sur le sceau du traité{nl}des démons pour le lever.	서약의 봉인은 마족과 여신이 함께 봉인했습니다.{nl}마족의 서약 증표가 있다면 마족이 걸어둔 봉인은 풀 수 있습니다.{nl}서약의 봉인에 마족의 서약 증표를 사용해서 봉인을 해제하세요.				예언의 서	
QUEST_20161214_005036	Pour obtenir un jeton du traité des déesses, il vous faut la Pierre de foi de la Déesse. J'ai laissé la{nl}pierre sur Voie de Sviesos. Cependant, selon ma prophétie, l'autel où je l'ai laissée a été détruit{nl}lors de Medzio Diena. Mais elle devrait toujours être sur Voie de Sviesos.	여신의 서약 증표를 얻기 위해서는 여신의 신뢰석이 필요합니다.{nl}여신의 신뢰석은 스비에소스 길에 두었습니다.{nl}그러나 저의 예언에 따르면 신수의 날, 신뢰석을 두었던 제단이 붕괴되어 유실되더군요.{nl}하지만 스비에소스 길에서 찾을 수 있을 것입니다.				예언의 서	
QUEST_20161214_005037	Utilisez la Pierre de foi pour lire les écritures cachées gravées sur le sceau. Prononcez le nom de{nl}la déesse écrit sur le sceau pour l'ouvrir. Les déesses mentionnées sur la pierre tombale du sceau{nl}sont Gabija, Vakarine et Zemyna.	여신의 신뢰석을 사용하면 봉인의 비석에 숨겨진 글귀를 읽을 수 있습니다.{nl}그 글귀가 나타내는 여신의 이름을 말하면 봉인이 하나씩 풀리게 되죠.{nl}봉인의 비석에서 나타내고 있는 여신들은 가비야, 바카리네, 제미나입니다.				예언의 서	
QUEST_20161214_005038	Une fois que vous aurez le jeton, vous pourrez ouvrir le sceau et obtenir la clé du traité. La clé{nl}ouvre le coffre qui contient la plaque avec le contenu du traité.	여신의 서약 증표가 있다면 서약의 봉인을 풀고 서약의 열쇠를 얻을 수 있습니다.{nl}그 열쇠는 서약의 내용을 볼 수 있는 석판이 있는 보관함을 열 수 있는 열쇠입니다.				예언의 서	
QUEST_20161214_005039	Si vous avez la clé, il vous faut maintenant trouver la plaque avec le traité. Rendez-vous au Autel{nl}de Yudejan et trouvez le coffre qui s'ouvre avec la clé ; vous trouverez la plaque du traité à{nl}l'intérieur.	서약의 열쇠까지 얻었다면 이제 서약의 석판을 찾아야 합니다.{nl}유데이안 성소에 있는 보관함 중에 서약의 열쇠로 열리는 것을 찾아 열면 서약의 석판이 들어있을 거에요.				예언의 서	
QUEST_20161214_005040	Cette zone a été touchée par une maladie. Soyez prudent en chemin, et si vous devez croiser{nl}quelqu'un, venez me voir.	이 곳은 역병이 퍼진 곳입니다.{nl}되도록 통행을 삼가 주시고, 꼭 지나가야 하는 분이라면 저를 찾아와 주세요.				경고문	
QUEST_20161214_005041	{nl}- Médecin de Peste Jugrinas	{nl}-플레이그 닥터 유그리나스.				경고문	
QUEST_20161214_005042	Il n'y a rien d'écrit sur le panneau.	경고문에는 아무것도 적혀 있지 않다.				경고문	
QUEST_20161214_005043	La Déesse Zemyna veille toujours sur nous. Mon frère dit aussi qu'Elle nous protège toujours.	제미나 여신께선 언제나 저흴 지켜주고 계세요.{nl}제 오빠도 제미나 여신께서 돌봐 주시고 있을 거라 믿고 있어요.				소녀	
QUEST_20161214_005044	{nl}Oh, vous êtes allé voir la statue de la Déesse Gabija ? Écoute-t-Elle nos prières ?	{nl}아, 여행자님은 가비야 여신을 만나고 오셨다구요?{nl}가비야 여신께서는 기도를 들어주실까요?				소녀	
QUEST_20161214_005045	À mon sens, nous devons trouver la vérité sur notre histoire quoi qu'il arrive. Mais je ne peux{nl}m'empêcher de penser : et si les vérités oubliées étaient plus nombreuses que celles que nous{nl}connaissons ?	역사의 진실은 뒤늦게라도 꼭 밝혀져야 한다고 봐.{nl}하지만 밝혀진 진실보다는, 그냥 묻히고 잊혀진 진실이 훨씬 많지 않을까?				파이로맨서 마스터	
QUEST_20161214_005046	{nl}Voilà pourquoi je suis si content que le nom de Ruklys soit enfin lavé. Je suppose que vous avez{nl}lu le livre que j'ai écrit ?	{nl}그런 의미에서 루클리스의 누명이 벗겨진 건 참 다행이야.{nl}내가 적어 둔 책은 읽어 봤겠지?				파이로맨서 마스터	
QUEST_20161214_005047	{nl}Je l'ai mis à côté d'un livre appelé Histoire de la rébellion ; veillez à le lire. Ou vous pourriez lire{nl}les deux livres et les comparer, cela devrait être amusant.	{nl}반란의 역사라는 책 옆에 꽂아 두었으니 읽어 보도록 해.{nl}두 권을 비교해서 읽어 보는 것도 재미있을거야.				파이로맨서 마스터	
QUEST_20161214_005048	Oh, je ne sais pas si vous avez remarqué, mais il semble qu'une rumeur circule.	아, 그러고보니 은근히 소문 같은 게 나 있는 모양이긴 하던데 말이야.				이주민 청년	
QUEST_20161214_005049	Aucune idée de comment cela a commencé. Tout le monde est muet, personne ne veut parler à{nl}un étranger comme moi, je suppose.	무슨 이유인지는 모르겠지만 말이야. {nl}쉬쉬하면서 나같은 외지인한테는 직접 이야기해주는 사람이 없어.				이주민 청년	
QUEST_20161214_005050	{nl}Vu la façon dont ils chuchotent, cependant, je n'ai pas pu m'empêcher de l'entendre même si je{nl}ne le voulais pas. Ils disent que quelqu'un est apparu et a sauvé Orsha d'une sorte de danger.	{nl}그래도 다 들리게 수군거려대니 모르고 싶어도 모를수가 없더라고.{nl}누군가 나타나서 위험에 빠진 오르샤를 구했다나.				이주민 청년	
QUEST_20161214_005051	{nl}Je me demande si c'était quelque chose comme Medzio Diena ?	{nl}신수의 날보다 더 무섭고 위험한 일이었을까?				이주민 청년	
QUEST_20161214_005052	Vous êtes très bon. Je suis sûr que la personne qui a sauvé l'évêque d'Orsha il y a peu était aussi{nl}bonne que vous.	정말 친절하시네요.{nl}얼마 전에 위기에 처한 오르샤의 주교를 구했다던 분도 여행자님처럼 친절했을 거 같아요.				이주민 소녀	
QUEST_20161214_005053	Oh, vous êtes le Révélateur. J'ai beaucoup entendu parler de vous.	아, 계시자님이시로군요.{nl}말씀은 많이 들었습니다.				영주 호위병	
QUEST_20161214_005054	{nl}Elle ne peut peut-être pas vous le dire en personne, mais le seigneur d'Orsha est extrêmement{nl}reconnaissant pour tout ce que vous avez fait.	{nl}직접 내색은 못하셔도 영주님께서는 늘 계시자님께 큰 신세를 진 것을 감사한다고 하셨습니다.				영주 호위병	
QUEST_20161214_005055	Vous êtes toujours bienvenu pour rencontrer la Dame directement. Même quand elle est sortie{nl}répondre aux plaintes, pour les questions mineures il vous faut toujours vous adresser aux{nl}autres officiers, voyez-vous.	계시자님이시라면 언제든 영주님을 직접 뵙는 것이 가능합니다.{nl}이렇게 민원처리를 위해 나오시긴 했어도 사소한 문제들은 다른 관리관들에게 문의해야 하거든요.				영주 호위병	
QUEST_20161214_005056	{nl}Mais vous pouvez lui parler de tout problème si vous le souhaitez.	{nl}하지만 계시자님이라면 어떤 문제든 영주님께 직접 가셔도 됩니다.				영주 호위병	
QUEST_20161214_005057	J'ai entendu que vous vous êtes occupé d'Ebonypawn, hein ? Vous avez fait ce que j'aurais dû{nl}faire moi-même... Je devrais vous remercier.	에보니폰을 해치웠다면서?{nl}내가 나섰어야 할 일을 대신해 준 것은.. 고마워해야 하겠지.				레인저 마스터	
QUEST_20161214_005058	{nl}Cela dit, c'est un peu décevant. Sans vouloir minimiser ce que vous avez fait, ne vous méprenez{nl}pas.	{nl}한 편으로는 허탈하기도 하군.{nl}네 공을 폄하하는 건 아니니 오해하진 마.				레인저 마스터	
QUEST_20161214_005059	Ne vous inquiétez pas. Nous veillerons à le traquer de nouveau.	걱정마시오. {nl}에보니폰은 곧 우리가 다시 추격할 거요.				헌터 추적대장 민츠	
QUEST_20161214_005060	C'est vrai ? Oh... C'est... incroyable.	그게 사실이오? {nl}아.. 이건.. 믿어지지가 않소.				헌터 추적대장 민츠	
QUEST_20161214_005061	{nl}Je suppose qu'un Révélateur n'aurait aucune raison de mentir... Très bien. Je devrais me retirer.	{nl}계시자가 거짓을 말 할 리는 없고..{nl}알겠소. 곧 여기서 철수하리다.				헌터 추적대장 민츠	
QUEST_20161214_005062	{nl}C'était un exploit extraordinaire que vous avez accompli, cependant. J'ai eu raison de ne pas{nl}douter de vous depuis notre première rencontre.	{nl}그나저나 정말 대단한 일을 하신 거요.{nl}처음 봤을 때부터 예사롭지 않다 했지.				헌터 추적대장 민츠	
QUEST_20161214_005063	{nl}Oh, je veillerai à prévenir mes subordonnés. Nous devons nous ressaisir avant de penser à{nl}partir.	{nl}아, 부하들에게는 내가 말하겠소.{nl}철수를 하려고 해도 일단 정신을 차려야 할 테니 말이오.				헌터 추적대장 민츠	
